	SMARTS_ChKur	SMARTS_Gueymard	SMARTS_newKur	SMARTS_oldKur	SMARTS_ThKur	SMARTS_Wehrli_WRC85	SMARTS_CebChKur		Wave 			"Synthetic/composite Extraterrestrial Spectrum by Chris Gueymard, May 2003"	
397.0	0.37019	0.652	0.30559	0.29509	0.93668	0.30931	0.70553					227.5	3.84E-02
397.5	0.94273	0.96142	0.9781	0.96841	1.10949	0.97155	0.96142					228.5	5.68E-02
398.0	1.43012	1.301	1.57583	1.54241	1.2959	1.57252	1.32829					229.5	4.90E-02
398.5	1.48266	1.53423	1.53389	1.49473	1.50217	1.5373	1.53423					230.5	5.91E-02
399.0	1.58566	1.62452	1.70511	1.68296	1.6613	1.71224	1.62452					231.5	4.91E-02
399.5	1.66271	1.67169	1.77377	1.74527	1.71594	1.77382	1.67169					232.5	5.51E-02
400.0	1.64502	1.68854	1.65487	1.63206	1.76233	1.65621	1.68854					233.5	4.57E-02
401.0	1.66358	1.752	1.69625	1.67248	1.82693	1.6951	1.73486					234.5	3.65E-02
402.0	1.78485	1.814	1.77634	1.75811	1.89199	1.77642	1.80736					235.5	5.94E-02
403.0	1.67587	1.74	1.67873	1.64744	1.86653	1.67651	1.74629					236.5	4.67E-02
404.0	1.81549	1.763	1.78418	1.75048	1.8205	1.7874	1.73058					237.5	5.65E-02
405.0	1.61009	1.715	1.64264	1.60723	1.77109	1.64167	1.69078					238.5	3.83E-02
406.0	1.58104	1.666	1.62663	1.57791	1.70817	1.63416	1.6074					239.5	4.64E-02
407.0	1.6356	1.63	1.57279	1.53686	1.7003	1.56885	1.6356					240.5	4.22E-02
408.0	1.66542	1.699	1.69621	1.65365	1.71898	1.69591	1.66542					241.5	5.07E-02
409.0	1.82249	1.809	1.85934	1.82258	1.73738	1.85957	1.82249					242.5	7.71E-02
410.0	1.47782	1.537	1.55913	1.52666	1.67169	1.56045	1.47782					243.5	6.83E-02
411.0	1.72507	1.715	1.82557	1.78886	1.69951	1.82504	1.72507					244.5	6.61E-02
412.0	1.82335	1.816	1.89761	1.85654	1.80551	1.90058	1.82335					245.5	5.10E-02
413.0	1.74008	1.73921	1.75903	1.73921	1.80444	1.75132	1.74008					246.5	5.13E-02
414.0	1.77882	1.71442	1.73921	1.71442	1.79363	1.74775	1.77882					247.5	5.98E-02
415.0	1.7776	1.7688	1.83823	1.82449	1.78755	1.83111	1.7776					248.5	4.59E-02
416.0	1.74372	1.815	1.84468	1.82665	1.79486	1.84905	1.74372					249.5	5.89E-02
417.0	1.73373	1.766	1.75439	1.75017	1.79616	1.7586	1.73373					250.5	6.23E-02
418.0	1.68818	1.685	1.73399	1.74155	1.74925	1.73183	1.68818					251.5	4.69E-02
419.0	1.71577	1.749	1.75616	1.77201	1.76563	1.75363	1.71577					252.5	4.11E-02
420.0	1.62141	1.599	1.48349	1.51112	1.75736	1.48667	1.62141					253.5	5.38E-02
421.0	1.86671	1.811	1.8603	1.91002	1.82916	1.85832	1.86671					254.5	5.85E-02
422.0	1.82111	1.782	1.77579	1.83167	1.79187	1.77532	1.82111					255.5	8.46E-02
423.0	1.57789	1.721	1.50136	1.55712	1.72679	1.50961	1.57789					256.5	1.02E-01
424.0	1.71449	1.708	1.6282	1.70311	1.75851	1.62632	1.71449					257.5	1.27E-01
425.0	1.765	1.755	1.687	1.7712	1.7562	1.67866	1.765					258.5	1.36E-01
426.0	1.66223	1.699	1.62135	1.70246	1.7517	1.6218	1.66223					259.5	1.12E-01
427.0	1.63805	1.638	1.5551	1.63372	1.69826	1.55971	1.63805					260.5	9.02E-02
428.0	1.68717	1.651	1.565	1.65706	1.6744	1.56158	1.68717					261.5	8.88E-02
429.0	1.58265	1.523	1.42433	1.50655	1.5875	1.42467	1.58265					262.5	1.12E-01
430.0	1.27988	1.212	1.14041	1.19339	1.37972	1.14492	1.27988					263.5	1.63E-01
431.0	1.18107	1.099	1.01564	1.06955	1.40097	1.01328	1.18107					264.5	2.74E-01
432.0	1.86284	1.822	1.82307	1.90952	1.63177	1.82783	1.86284					265.5	2.76E-01
433.0	1.68679	1.69129	1.61955	1.69129	1.70396	1.61804	1.68679					266.5	2.62E-01
434.0	1.52287	1.56	1.54422	1.60753	1.66207	1.5447	1.52287					267.5	2.70E-01
435.0	1.75095	1.709	1.66156	1.72554	1.68749	1.66271	1.75095					268.5	2.62E-01
436.0	1.84465	1.868	1.8458	1.91139	1.81602	1.84758	1.84465					269.5	2.42E-01
437.0	1.8859	1.9	1.85121	1.91548	1.84477	1.84644	1.8859					270.5	2.98E-01
438.0	1.67596	1.663	1.66824	1.70794	1.75017	1.67456	1.67596					271.5	2.45E-01
439.0	1.6653	1.601	1.59404	1.63996	1.73218	1.59102	1.6653					272.5	1.96E-01
440.0	1.83161	1.83	1.78724	1.82915	1.8395	1.78273	1.83161					273.5	2.25E-01
441.0	1.80503	1.799	1.78372	1.81622	1.8843	1.78663	1.80503					274.5	1.27E-01
442.0	1.89396	1.922	1.86346	1.90321	1.96837	1.86598	1.89396					275.5	1.85E-01
443.0	1.96762	1.949	1.88495	1.91161	1.98199	1.88791	1.96762					276.5	2.68E-01
444.0	1.91059	1.89409	1.85845	1.89409	1.98412	1.85748	1.91059					277.5	2.63E-01
445.0	2.02973	1.965	1.96574	1.98953	1.96917	1.96361	2.02973					278.5	1.71E-01
446.0	1.75785	1.75571	1.73879	1.75571	1.91148	1.73919	1.75785					279.5	7.82E-02
447.0	1.95865	1.99	1.97071	1.99198	1.99045	1.97195	1.95865					280	7.85E-02
448.0	2.00778	2.014	2.0039	2.0109	2.04678	2.00035	2.00778					280.5	1.02E-01
449.0	2.05922	2.001	2.01935	2.01926	2.05659	2.02029	2.05922					281	1.72E-01
450.0	2.05475	2.069	2.04908	2.05015	2.11993	2.05169	2.05475					281.5	2.41E-01
451.0	2.20751	2.142	2.21351	2.21012	2.16702	2.21157	2.20751					282	2.92E-01
452.0	2.09284	2.04695	2.05488	2.04695	2.11116	2.05885	2.09284					282.5	3.14E-01
453.0	1.91583	1.8864	1.89201	1.8864	2.03067	1.89176	1.91583					283	3.43E-01
454.0	2.04377	2.018	2.02736	2.01219	2.04528	2.02432	2.04377					283.5	3.22E-01
455.0	1.99775	2.001	2.03055	2.01773	2.09674	2.02895	1.99775					284	3.21E-01
456.0	2.07654	2.063	2.07842	2.05581	2.12403	2.08245	2.07654					284.5	2.51E-01
457.0	2.05605	2.077	2.09377	2.07632	2.15486	2.09334	2.05605					285	1.19E-01
458.0	2.05016	2.032	2.03421	2.01965	2.12437	2.03621	2.05016					285.5	1.38E-01
459.0	2.00706	2.012	2.0545	2.03436	2.07827	2.05337	2.00706					286	3.01E-01
460.0	1.99206	1.99727	2.02037	1.99727	2.08497	2.02351	1.99206					286.5	3.58E-01
461.0	2.0678	2.06391	2.09466	2.06391	2.11916	2.09379	2.0678					287	3.78E-01
462.0	2.09055	2.078	2.05024	2.02322	2.14176	2.04933	2.09055					287.5	3.78E-01
463.0	2.10051	2.084	2.04521	2.00696	2.14182	2.04605	2.10051					288	2.50E-01
464.0	2.02334	2.01497	2.0618	2.01497	2.09475	2.05977	2.02334					288.5	3.59E-01
465.0	1.96862	1.984	2.01977	1.96992	2.05709	2.01829	1.96862					289	4.20E-01
466.0	2.02221	2.021	2.07209	2.01476	2.06903	2.07666	2.02221					289.5	4.91E-01
467.0	1.89658	1.931	2.00608	1.94457	2.02293	2.0086	1.89658					290	6.18E-01
468.0	1.99506	2.012	2.11743	2.05016	2.05215	2.11216	1.99506					290.5	6.46E-01
469.0	2.01711	2.018	2.08258	2.01537	2.06232	2.08393	2.01711					291	6.10E-01
470.0	1.9338	1.939	2.05897	1.98673	2.01861	2.0645	1.9338					291.5	6.02E-01
471.0	1.95904	1.969	2.05466	1.98495	2.02398	2.04564	1.95904					292	5.73E-01
472.0	2.0425	2.07	2.08081	2.00592	2.10392	2.08679	2.0425					292.5	4.97E-01
473.0	1.98939	1.98822	2.06209	1.98822	2.09058	2.06098	1.98939					293	5.67E-01
474.0	2.02164	2.012	2.0625	1.99327	2.11048	2.0639	2.02164					293.5	5.76E-01
475.0	2.06898	2.08	2.14283	2.0775	2.12878	2.13928	2.06898					294	5.04E-01
476.0	1.99046	2.012	2.0896	2.02216	2.09933	2.09202	1.99046					294.5	5.43E-01
477.0	1.97014	2.025	2.07157	2.00809	2.11831	2.07508	1.97014					295	5.16E-01
478.0	2.10295	2.086	2.17055	2.10825	2.13856	2.17103	2.10295					295.5	5.82E-01
479.0	2.02391	2.04	2.05056	2.0026	2.13389	2.04806	2.02391					296	6.21E-01
480.0	2.09111	2.068	2.09661	2.04095	2.12395	2.09873	2.09111					296.5	4.93E-01
481.0	2.03391	2.061	2.07209	2.01774	2.1232	2.0707	2.03391					297	4.24E-01
482.0	2.08618	2.06226	2.11986	2.06226	2.11823	2.11988	2.08618					297.5	5.98E-01
483.0	2.03172	2.031	2.09849	2.04834	2.09125	2.09971	2.03172					298	5.58E-01
484.0	1.99784	1.989	2.02559	1.97473	2.06145	2.02704	1.99784					298.5	3.79E-01
485.0	2.01664	1.979	2.0278	1.98017	1.96323	2.02455	2.01664					299	5.77E-01
486.0	1.57731	1.601	1.6455	1.60407	1.79901	1.64739	1.57731					299.5	5.21E-01
487.0	1.77733	1.789	1.84954	1.80366	1.8027	1.84936	1.77733					300	4.17E-01
488.0	1.95117	1.935	1.9953	1.94619	1.93854	1.99576	1.95117					300.5	4.39E-01
489.0	1.82122	1.82238	1.86674	1.82238	1.982	1.86939	1.82122					301	4.94E-01
490.0	2.04555	2.032	2.11254	2.06606	2.05055	2.11237	2.04555					301.5	5.30E-01
491.0	1.9692	1.949	1.96196	1.93569	2.02751	1.96078	1.9692					302	3.74E-01
492.0	1.8558	1.856	1.88558	1.85958	1.95765	1.88257	1.8558					302.5	5.44E-01
493.0	1.97814	1.983	2.0423	2.0076	1.98547	2.04459	1.97814					303	6.77E-01
494.0	1.91537	1.93392	1.96267	1.93392	2.00628	1.9655	1.91537					303.5	6.89E-01
495.0	2.0475	2.051	2.10086	2.06988	2.05063	2.10171	2.0475					304	5.77E-01
496.0	1.95618	1.949	2.03582	2.01463	2.01827	2.03518	1.95618					304.5	6.48E-01
497.0	1.98134	1.98	1.97947	1.95541	2.02509	1.98181	1.98134					305	6.73E-01
498.0	1.94049	1.924	1.92466	1.90976	1.97982	1.92293	1.94049					305.5	6.12E-01
499.0	1.93443	1.923	1.92126	1.9015	1.96443	1.9199	1.93443					306	5.42E-01
500.0	1.93651	1.916	1.91389	1.89607	1.95417	1.91512	1.93651					306.5	5.86E-01
501.0	1.85534	1.858	1.86958	1.84754	1.89703	1.86723	1.85534					307	6.44E-01
502.0	1.81888	1.86	1.8646	1.84077	1.89696	1.86985	1.81888					307.5	6.52E-01
503.0	1.95597	1.949	1.96597	1.94561	1.95671	1.96444	1.95597					308	6.56E-01
504.0	1.8317	1.833	1.81948	1.79993	1.93823	1.81696	1.8317					308.5	6.80E-01
505.0	1.94731	1.94721	1.97094	1.94721	1.9841	1.97432	1.94731					309	5.62E-01
506.0	2.05282	2.025	2.10741	2.0818	2.03883	2.10618	2.05282					309.5	5.13E-01
507.0	1.92327	1.93538	1.95663	1.93538	2.02812	1.9601	1.92327					310	4.65E-01
508.0	1.8772	1.88	1.88038	1.85927	1.99538	1.87993	1.8772					310.5	7.14E-01
509.0	2.00203	1.965	2.00971	1.99579	1.96249	2.00846	2.00203					311	8.24E-01
510.0	1.93114	1.91	1.95068	1.93715	1.92665	1.95131	1.93114					311.5	7.64E-01
511.0	1.92481	1.941	1.9584	1.94165	1.94289	1.96002	1.92481					312	6.42E-01
512.0	1.99666	1.989	2.03217	2.0256	1.9461	2.03105	1.99666					312.5	6.97E-01
513.0	1.86658	1.866	1.86565	1.85988	1.90697	1.86711	1.86658					313	7.11E-01
514.0	1.82228	1.824	1.83914	1.83125	1.86719	1.84701	1.82228					313.5	7.25E-01
515.0	1.88008	1.875	1.87021	1.86941	1.87529	1.862	1.88008					314	7.93E-01
516.0	1.90706	1.891	1.94974	1.95636	1.81641	1.94938	1.90706					314.5	5.93E-01
517.0	1.47827	1.539	1.4436	1.44389	1.69611	1.4557	1.47827					315	7.54E-01
518.0	1.80456	1.759	1.77597	1.78915	1.67449	1.76356	1.80456					315.5	6.80E-01
519.0	1.70426	1.704	1.69155	1.69674	1.76319	1.69706	1.70426					316	5.18E-01
520.0	1.89446	1.86	1.85212	1.86372	1.83833	1.84686	1.89446					316.5	6.63E-01
521.0	1.84553	1.873	1.85737	1.86577	1.86874	1.85914	1.84553					317	8.22E-01
522.0	1.92221	1.915	1.92694	1.93577	1.86665	1.92758	1.92221					317.5	8.80E-01
523.0	1.77643	1.804	1.80144	1.80413	1.85648	1.80686	1.77643					318	6.34E-01
524.0	1.94488	1.941	1.93868	1.95278	1.90095	1.9364	1.94488					318.5	6.82E-01
525.0	1.92055	1.928	1.94126	1.94329	1.92216	1.93975	1.92055					319	7.53E-01
526.0	1.89993	1.874	1.8362	1.84322	1.83314	1.83489	1.89993					319.5	6.83E-01
527.0	1.64113	1.641	1.61413	1.60924	1.74441	1.62056	1.64113					320	8.36E-01
528.0	1.89036	1.88	1.90502	1.91471	1.83538	1.89973	1.89036					320.5	9.08E-01
529.0	1.9824	1.969	1.99226	1.98723	1.91184	1.99471	1.9824					321	7.15E-01
530.0	1.89603	1.892	1.87236	1.87202	1.91948	1.87369	1.89603					321.5	6.75E-01
531.0	2.01799	1.995	2.03474	2.037	1.93987	2.03375	2.01799					322	8.15E-01
532.0	1.95816	1.958	1.94337	1.94799	1.92681	1.9382	1.95816					322.5	7.01E-01
533.0	1.7661	1.747	1.72233	1.7095	1.89841	1.73243	1.7661					323	6.40E-01
534.0	1.9004	1.869	1.84065	1.84495	1.88118	1.83723	1.9004					323.5	6.83E-01
535.0	1.9081	1.895	1.89741	1.88682	1.90905	1.89805	1.9081					324	7.81E-01
536.0	1.98312	1.974	1.99508	1.98151	1.93604	1.9957	1.98312					324.5	8.26E-01
537.0	1.80585	1.824	1.84707	1.8382	1.87868	1.84599	1.80585					325	7.84E-01
538.0	1.90444	1.913	1.95889	1.93773	1.90353	1.96237	1.90444					325.5	9.41E-01
539.0	1.87923	1.864	1.92774	1.91084	1.88742	1.92692	1.87923					326	1.05E+00
540.0	1.84736	1.8	1.87494	1.86858	1.83365	1.86682	1.84736					326.5	9.97E-01
541.0	1.75455	1.734	1.74208	1.71603	1.82622	1.7514	1.75455					327	1.01E+00
542.0	1.89435	1.888	1.92202	1.90952	1.87718	1.91633	1.89435					327.5	9.96E-01
543.0	1.84824	1.851	1.85283	1.82816	1.87697	1.85625	1.84824					328	9.53E-01
544.0	1.92437	1.919	1.9425	1.9259	1.90138	1.94461	1.92437					328.5	9.13E-01
545.0	1.89475	1.874	1.91734	1.8999	1.90516	1.91835	1.89475					329	1.02E+00
546.0	1.86751	1.86091	1.88192	1.86091	1.90738	1.88475	1.86751					329.5	1.14E+00
547.0	1.91645	1.882	1.93599	1.92975	1.89703	1.93341	1.91645					330	1.16E+00
548.0	1.80718	1.826	1.81449	1.79839	1.87356	1.81726	1.80718					330.5	9.73E-01
549.0	1.9077	1.88	1.89591	1.88943	1.9047	1.89153	1.9077					331	1.01E+00
550.0	1.87282	1.863	1.86575	1.85106	1.9041	1.87027	1.87282					331.5	9.82E-01
551.0	1.85709	1.859	1.85607	1.84109	1.89319	1.85831	1.85709					332	1.01E+00
552.0	1.90625	1.896	1.92428	1.9172	1.90709	1.92278	1.90625					332.5	9.72E-01
553.0	1.8378	1.842	1.85482	1.84214	1.88421	1.8572	1.8378					333	9.79E-01
554.0	1.88027	1.878	1.91452	1.90539	1.89978	1.91256	1.88027					333.5	9.16E-01
555.0	1.90622	1.889	1.91167	1.90006	1.9049	1.91237	1.90622					334	9.42E-01
556.0	1.86333	1.857	1.86445	1.85403	1.87625	1.86717	1.86333					334.5	1.04E+00
557.0	1.79297	1.812	1.83189	1.80985	1.83387	1.8339	1.79297					335	9.54E-01
558.0	1.87243	1.853	1.87358	1.86665	1.82556	1.86875	1.87243					335.5	1.07E+00
559.0	1.77207	1.755	1.77905	1.76605	1.77819	1.77893	1.77207					336	7.40E-01
560.0	1.76461	1.786	1.79891	1.7769	1.79467	1.80709	1.76461					336.5	9.05E-01
561.0	1.92691	1.89	1.96013	1.95205	1.83833	1.9545	1.92691					337	7.53E-01
562.0	1.81302	1.801	1.805	1.7937	1.81588	1.80312	1.81302					337.5	9.39E-01
563.0	1.86567	1.871	1.89263	1.87872	1.81411	1.89518	1.86567					338	8.86E-01
564.0	1.83274	1.836	1.86344	1.85096	1.82033	1.86441	1.83274					338.5	9.90E-01
565.0	1.87517	1.849	1.89188	1.87706	1.81596	1.89237	1.87517					339	9.81E-01
566.0	1.77692	1.75	1.7431	1.72757	1.79031	1.74735	1.77692					339.5	9.38E-01
567.0	1.87925	1.868	1.87154	1.85852	1.82634	1.8679	1.87925					340	1.13E+00
568.0	1.86622	1.859	1.87479	1.85941	1.82259	1.87699	1.86622					340.5	1.02E+00
569.0	1.83419	1.831	1.85021	1.83523	1.81109	1.85031	1.83419					341	9.64E-01
570.0	1.84665	1.828	1.85451	1.84132	1.80518	1.8547	1.84665					341.5	8.88E-01
571.0	1.75598	1.762	1.78717	1.77149	1.77231	1.78764	1.75598					342	1.06E+00
572.0	1.87589	1.872	1.89565	1.87988	1.83387	1.8952	1.87589					342.5	9.90E-01
573.0	1.8874	1.881	1.91529	1.89842	1.86388	1.91655	1.8874					343	1.08E+00
574.0	1.88927	1.873	1.9032	1.88789	1.86056	1.90295	1.88927					343.5	1.02E+00
575.0	1.8517	1.834	1.85906	1.84266	1.82889	1.85815	1.8517					344	7.66E-01
576.0	1.81442	1.818	1.8319	1.81335	1.81784	1.83615	1.81442					344.5	7.52E-01
577.0	1.88181	1.862	1.89029	1.87994	1.83317	1.88764	1.88181					345	9.98E-01
578.0	1.82865	1.799	1.83969	1.82518	1.80714	1.84043	1.82865					345.5	1.02E+00
579.0	1.80926	1.816	1.82172	1.80917	1.80345	1.82194	1.80926					346	8.64E-01
580.0	1.8566	1.834	1.87759	1.8671	1.8218	1.8766	1.8566					346.5	9.77E-01
581.0	1.8362	1.833	1.84432	1.83356	1.82659	1.84501	1.8362					347	1.04E+00
582.0	1.85522	1.852	1.86514	1.85628	1.84396	1.86636	1.85522					347.5	8.41E-01
583.0	1.87547	1.863	1.87845	1.86936	1.85056	1.87843	1.87547					348	9.60E-01
584.0	1.87018	1.854	1.87153	1.86215	1.84576	1.87251	1.87018					348.5	9.59E-01
585.0	1.85493	1.836	1.85132	1.84348	1.81698	1.85194	1.85493					349	8.88E-01
586.0	1.77394	1.792	1.78022	1.76802	1.78842	1.78302	1.77394					349.5	8.76E-01
587.0	1.84161	1.838	1.84855	1.83782	1.81381	1.84615	1.84161					350	1.08E+00
588.0	1.84821	1.821	1.84161	1.83289	1.79877	1.84129	1.84821					350.5	1.14E+00
589.0	1.65308	1.624	1.66931	1.65214	1.67915	1.67239	1.65308					351	1.01E+00
590.0	1.69576	1.72176	1.73042	1.72176	1.71466	1.72889	1.69576					351.5	9.81E-01
591.0	1.8113	1.809	1.82291	1.81085	1.77437	1.8197	1.8113					352	1.05E+00
592.0	1.78508	1.788	1.80171	1.78504	1.79445	1.80558	1.78508					352.5	8.21E-01
593.0	1.79568	1.792	1.79842	1.78325	1.78558	1.79743	1.79568					353	1.03E+00
594.0	1.80138	1.789	1.81972	1.80376	1.79457	1.82221	1.80138					353.5	1.10E+00
595.0	1.7752	1.778	1.80494	1.78544	1.78368	1.80632	1.7752					354	1.14E+00
596.0	1.8075	1.796	1.8176	1.80223	1.7874	1.81687	1.8075					354.5	1.16E+00
597.0	1.8126	1.806	1.83447	1.81552	1.79653	1.83432	1.8126					355	1.15E+00
598.0	1.77648	1.772	1.78917	1.76996	1.77704	1.78913	1.77648					355.5	1.04E+00
599.0	1.74423	1.764	1.78828	1.76892	1.77168	1.78958	1.74423					356	1.08E+00
600.0	1.75491	1.77	1.78756	1.76581	1.76575	1.78916	1.75491					356.5	9.25E-01
601.0	1.73927	1.742	1.75902	1.74521	1.74547	1.75894	1.73927					357	7.64E-01
602.0	1.71089	1.715	1.74917	1.73635	1.72967	1.7475	1.71089					357.5	9.34E-01
603.0	1.74653	1.749	1.75971	1.74295	1.75877	1.76131	1.74653					358	7.39E-01
604.0	1.76814	1.779	1.80991	1.79722	1.77493	1.81063	1.76814					358.5	6.31E-01
605.0	1.77413	1.773	1.80383	1.79397	1.77064	1.80426	1.77413					359	8.82E-01
606.0	1.74934	1.758	1.78423	1.77681	1.7561	1.78482	1.74934					359.5	1.12E+00
607.0	1.75306	1.762	1.76987	1.76745	1.7541	1.77025	1.75306					360	1.19E+00
608.0	1.73852	1.751	1.76394	1.76409	1.73498	1.76415	1.73852					360.5	9.48E-01
609.0	1.73125	1.734	1.74377	1.74778	1.72251	1.74436	1.73125					361	8.63E-01
610.0	1.7091	1.724	1.72593	1.7273	1.7132	1.7304	1.7091					361.5	9.90E-01
611.0	1.75277	1.712	1.73456	1.74593	1.71888	1.73127	1.75277					362	8.53E-01
612.0	1.72834	1.736	1.71823	1.72845	1.71204	1.72152	1.72834					362.5	1.18E+00
613.0	1.74924	1.71	1.6919	1.7065	1.6989	1.68934	1.74924					363	1.05E+00
614.0	1.67719	1.655	1.63269	1.64626	1.67501	1.63476	1.67719					363.5	9.67E-01
615.0	1.74427	1.712	1.70616	1.72522	1.68392	1.70411	1.74427					364	1.18E+00
616.0	1.66441	1.664	1.61638	1.63682	1.64582	1.62076	1.66441					364.5	1.01E+00
617.0	1.67634	1.641	1.63535	1.65165	1.63733	1.63211	1.67634					365	1.02E+00
618.0	1.7322	1.702	1.71158	1.72964	1.67668	1.712	1.7322					365.5	1.28E+00
619.0	1.70954	1.709	1.69054	1.70963	1.68387	1.69146	1.70954					366	1.36E+00
620.0	1.74056	1.711	1.71771	1.73476	1.69786	1.71719	1.74056					366.5	1.27E+00
621.0	1.74663	1.724	1.73558	1.75431	1.70273	1.73537	1.74663					367	1.24E+00
622.0	1.6869	1.67843	1.66287	1.67843	1.68187	1.66456	1.6869					367.5	1.28E+00
623.0	1.67626	1.682	1.67028	1.68255	1.67562	1.67223	1.67626					368	1.12E+00
624.0	1.70298	1.667	1.6628	1.68334	1.66025	1.65803	1.70298					368.5	1.13E+00
625.0	1.65256	1.644	1.62391	1.63468	1.64688	1.62623	1.65256					369	1.22E+00
626.0	1.6513	1.64	1.63074	1.64445	1.65505	1.63119	1.6513					369.5	1.29E+00
627.0	1.69349	1.693	1.66729	1.67856	1.68985	1.66894	1.69349					370	1.38E+00
628.0	1.69963	1.693	1.69084	1.70294	1.69598	1.69154	1.69963					370.5	1.07E+00
629.0	1.71597	1.687	1.703	1.71605	1.68675	1.70303	1.71597					371	1.14E+00
630.0	1.65495	1.665	1.64494	1.65456	1.66703	1.64782	1.65495					371.5	1.42E+00
631.0	1.70586	1.659	1.69095	1.70623	1.65495	1.6867	1.70586					372	9.42E-01
632.0	1.59052	1.59008	1.58119	1.59008	1.64341	1.58553	1.59052					372.5	1.13E+00
633.0	1.69496	1.674	1.68035	1.69539	1.65837	1.6791	1.69496					373	1.15E+00
634.0	1.64009	1.637	1.62725	1.64019	1.64818	1.62575	1.64009					373.5	7.44E-01
635.0	1.66699	1.652	1.65337	1.66724	1.65301	1.65398	1.66699					374	1.08E+00
636.0	1.60804	1.60934	1.60053	1.60934	1.64836	1.60302	1.60804					374.5	8.92E-01
637.0	1.6629	1.661	1.64236	1.65727	1.65434	1.64231	1.6629					375	8.66E-01
638.0	1.66472	1.665	1.66518	1.67883	1.66769	1.66493	1.66472					375.5	1.29E+00
639.0	1.6685	1.653	1.64426	1.66036	1.64919	1.64462	1.6685					376	1.07E+00
640.0	1.61124	1.613	1.60266	1.61192	1.62264	1.60378	1.61124					376.5	1.11E+00
641.0	1.61322	1.61	1.61719	1.62945	1.6126	1.61916	1.61322					377	1.17E+00
642.0	1.6028	1.609	1.59591	1.60731	1.61634	1.59526	1.6028					377.5	1.37E+00
643.0	1.6291	1.625	1.62686	1.63594	1.62177	1.6271	1.6291					378	1.48E+00
644.0	1.62472	1.614	1.60437	1.61451	1.61905	1.60395	1.62472					378.5	1.40E+00
645.0	1.62715	1.627	1.62074	1.63028	1.61169	1.62103	1.62715					379	1.16E+00
646.0	1.59589	1.591	1.58161	1.58346	1.60465	1.58536	1.59589					379.5	1.06E+00
647.0	1.62047	1.606	1.59018	1.60646	1.61104	1.58834	1.62047					380	1.10E+00
648.0	1.60746	1.602	1.61012	1.61888	1.61626	1.61134	1.60746					380.5	1.33E+00
649.0	1.61452	1.551	1.61964	1.63697	1.57869	1.61438	1.61452					381	1.33E+00
650.0	1.51115	1.526	1.49946	1.50396	1.59174	1.50204	1.51115					381.5	1.05E+00
651.0	1.62401	1.613	1.61041	1.61671	1.6225	1.61212	1.62401					382	9.29E-01
652.0	1.58481	1.591	1.59147	1.5978	1.60968	1.59237	1.58481					382.5	7.90E-01
653.0	1.60212	1.598	1.60497	1.6114	1.59189	1.604	1.60212					383	7.30E-01
654.0	1.60605	1.575	1.58799	1.59093	1.57488	1.5894	1.60605					383.5	7.02E-01
655.0	1.55368	1.523	1.5501	1.55379	1.52556	1.54968	1.55368					384	7.73E-01
656.0	1.31132	1.3233	1.32835	1.3233	1.35439	1.33374	1.31132					384.5	1.14E+00
657.0	1.39444	1.384	1.38663	1.3947	1.41198	1.38141	1.39444					385	1.13E+00
658.0	1.54401	1.539	1.55049	1.55126	1.52595	1.55161	1.54401					385.5	1.05E+00
659.0	1.5489	1.542	1.559	1.55669	1.54786	1.55897	1.5489					386	8.95E-01
660.0	1.55575	1.558	1.55679	1.55783	1.56034	1.55736	1.55575					386.5	1.17E+00
661.0	1.56308	1.566	1.56431	1.56508	1.56801	1.56489	1.56308					387	9.74E-01
662.0	1.58399	1.571	1.58687	1.58689	1.57498	1.58738	1.58399					387.5	1.09E+00
663.0	1.57111	1.563	1.56325	1.56584	1.5546	1.56232	1.57111					388	1.01E+00
664.0	1.54683	1.554	1.54069	1.53997	1.54534	1.54181	1.54683					388.5	9.95E-01
665.0	1.55958	1.567	1.55127	1.54687	1.55473	1.55231	1.55958					389	1.07E+00
666.0	1.56583	1.555	1.55426	1.55319	1.54871	1.55327	1.56583					389.5	1.30E+00
667.0	1.54435	1.53545	1.54257	1.53545	1.53978	1.54385	1.54435					390	1.30E+00
668.0	1.53801	1.53481	1.53927	1.53481	1.5411	1.53973	1.53801					390.5	1.20E+00
669.0	1.55758	1.558	1.56138	1.55625	1.54828	1.562	1.55758					391	1.41E+00
670.0	1.53499	1.534	1.53896	1.53565	1.53784	1.5383	1.53499					391.5	1.43E+00
671.0	1.52186	1.529	1.53105	1.52308	1.53236	1.53275	1.52186					392	1.21E+00
672.0	1.4915	1.506	1.51396	1.50983	1.52417	1.5141	1.4915					392.5	1.08E+00
673.0	1.51709	1.517	1.52854	1.52202	1.52005	1.52891	1.51709					393	5.99E-01
674.0	1.50835	1.513	1.53149	1.52557	1.51631	1.53124	1.50835					393.5	4.35E-01
675.0	1.48999	1.499	1.50869	1.50097	1.51274	1.51001	1.48999					394	8.84E-01
676.0	1.50296	1.515	1.53357	1.5274	1.50935	1.53331	1.50296					394.5	1.12E+00
677.0	1.48004	1.5	1.50468	1.49651	1.50617	1.50603	1.48004					395	1.37E+00
678.0	1.49553	1.507	1.52338	1.51777	1.50318	1.52224	1.49553					395.5	1.39E+00
679.0	1.47769	1.493	1.50551	1.49778	1.50034	1.50574	1.47769					396	1.20E+00
680.0	1.47275	1.494	1.49848	1.4891	1.49769	1.4988	1.47275					396.5	7.02E-01
